MICFAM_Id	NbOrganismsFAM	Organism	GO_id	Label	Type	Evidence	Gene	Product	ECnumber	Mutation	ProductType	Localization	Roles	BioProcess	PubmedID	AmigeneStatus	Class	CreationDate	Frame	Begin	End	Length
singl	1	Streptococcus thermophilus MTH17CL396	53733053	X839AM_1182	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	4 : Unknown function but conserved in other organisms	2017-11-27 00:00:00	-3	1017153	1017692	540
singl	1	Streptococcus thermophilus MTH17CL396	53733079	X839AM_1513	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	4 : Unknown function but conserved in other organisms	2017-11-27 00:00:00	-1	1311419	1311565	147
singl	1	Streptococcus thermophilus MTH17CL396	53733080	X839AM_1514	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	4 : Unknown function but conserved in other organisms	2017-11-27 00:00:00	+3	1312494	1312931	438
singl	1	Streptococcus thermophilus MTH17CL396	53733105	X839AM_1829	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	+2	1590452	1590631	180
singl	1	Streptococcus thermophilus MTH17CL396	53733110	X839AM_1972	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	4 : Unknown function but conserved in other organisms	2017-11-27 00:00:00	+2	1714625	1714807	183
singl	1	Streptococcus thermophilus MTH17CL396	53733111	X839AM_1973	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	+3	1714842	1714958	117
singl	1	Streptococcus thermophilus MTH17CL396	53733112	X839AM_1998	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	-1	1734044	1734169	126
singl	1	Streptococcus thermophilus MTH17CL396	53733274	X839_00815	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+3	136701	137066	366
singl	1	Streptococcus thermophilus MTH17CL396	53733342	X839_01155	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+2	190127	190459	333
singl	1	Streptococcus thermophilus MTH17CL396	53733782	X839_03555	CDS	automatic/finished		type I restriction endonuclease subunit S		no						COMMON		2017-11-27 00:00:00	+3	625530	626150	621
singl	1	Streptococcus thermophilus MTH17CL396	53733786	X839_03590	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+2	630179	630322	144
singl	1	Streptococcus thermophilus MTH17CL396	53733795	X839_03640	CDS	automatic/finished		transposase IS1167		no						COMMON		2017-11-27 00:00:00	-3	638391	638771	381
singl	1	Streptococcus thermophilus MTH17CL396	53733865	X839_03995	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+1	703837	704151	315
singl	1	Streptococcus thermophilus MTH17CL396	53733907	X839_04205	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+2	740447	741637	1191
singl	1	Streptococcus thermophilus MTH17CL396	53733969	X839_04550	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-3	796524	796649	126
singl	1	Streptococcus thermophilus MTH17CL396	53733982	X839_04615	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+2	806153	806428	276
singl	1	Streptococcus thermophilus MTH17CL396	53733992	X839_04665	CDS	automatic/finished		ferrochelatase		no						COMMON		2017-11-27 00:00:00	+2	814751	815218	468
singl	1	Streptococcus thermophilus MTH17CL396	53733993	X839_04670	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+2	815225	815566	342
singl	1	Streptococcus thermophilus MTH17CL396	53733994	X839_04675	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+1	815629	816009	381
singl	1	Streptococcus thermophilus MTH17CL396	53734014	X839_04775	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+2	828329	830332	2004
singl	1	Streptococcus thermophilus MTH17CL396	53734106	X839_05295	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-3	928356	929468	1113
singl	1	Streptococcus thermophilus MTH17CL396	53734109	X839_05315	CDS	automatic/finished		glycosyltransferase family 2		no						COMMON		2017-11-27 00:00:00	-3	932601	933575	975
singl	1	Streptococcus thermophilus MTH17CL396	53734173	X839_05660	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-1	991784	992179	396
singl	1	Streptococcus thermophilus MTH17CL396	53734307	X839_06385	CDS	automatic/finished		membrane protein		no						COMMON		2017-11-27 00:00:00	+1	1126282	1126827	546
singl	1	Streptococcus thermophilus MTH17CL396	53734319	X839_06450	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-27 00:00:00	-2	1140448	1140618	171
singl	1	Streptococcus thermophilus MTH17CL396	53734336	X839_06535	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-2	1154551	1154850	300
singl	1	Streptococcus thermophilus MTH17CL396	53734466	X839_07205	CDS	automatic/finished		membrane protein		no						COMMON		2017-11-27 00:00:00	-3	1286250	1287074	825
singl	1	Streptococcus thermophilus MTH17CL396	53734467	X839_07210	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-1	1287101	1287730	630
singl	1	Streptococcus thermophilus MTH17CL396	53734546	X839_07630	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-27 00:00:00	+1	1367254	1367373	120
singl	1	Streptococcus thermophilus MTH17CL396	53734785	X839_08870	CDS	automatic/finished		type I restriction endonuclease subunit S		no						COMMON		2017-11-27 00:00:00	-2	1594309	1595337	1029
singl	1	Streptococcus thermophilus MTH17CL396	53734786	X839_08875	CDS	automatic/finished		restriction endonuclease		no						COMMON		2017-11-27 00:00:00	-1	1595315	1597318	2004
singl	1	Streptococcus thermophilus MTH17CL396	53734887	X839_09425	CDS	automatic/finished		alcohol dehydrogenase		no						COMMON		2017-11-27 00:00:00	-1	1697948	1698205	258
singl	1	Streptococcus thermophilus MTH17CL396	53734888	X839_09430	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-1	1698245	1698394	150
singl	1	Streptococcus thermophilus MTH17CL396	53734916	X839_09570	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-27 00:00:00	-2	1717375	1717485	111
singl	1	Streptococcus thermophilus MTH17CL396	53735008	X839_10045	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-27 00:00:00	-2	1782553	1782666	114
singl	1	Streptococcus thermophilus MTH17CL396	53735080	X839_02200	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+3	369498	369863	366
singl	1	Streptococcus thermophilus MTH17CL396	53735124	X839_09005	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-3	1623117	1625528	2412
singl	1	Streptococcus thermophilus MTH17CL396	53735131	X839_08865	CDS	automatic/finished				no						COMMON		2017-11-27 00:00:00	-3	1593777	1594247	471
singl	1	Streptococcus thermophilus MTH17CL396	53735141	X839_04900	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+3	851544	851780	237
singl	1	Streptococcus thermophilus MTH17CL396	53735185	X839_05310	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-2	932209	932343	135
singl	1	Streptococcus thermophilus MTH17CL396	53735193	X839_09005	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-2	1626175	1627374	1200
singl	1	Streptococcus thermophilus MTH17CL396	53735195	X839_09075	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-3	1639185	1639475	291
singl	1	Streptococcus thermophilus MTH17CL396	53735197	X839_09075	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-1	1639622	1639750	129
singl	1	Streptococcus thermophilus MTH17CL396	53730441	X839_10235	fCDS	automatic/finished		transposase		pseudo						COMMON		2017-11-27 00:00:00	+1	157	228	72
singl	1	Streptococcus thermophilus MTH17CL396	53730443	X839_10235	fCDS	automatic/finished		transposase		pseudo						COMMON		2017-11-27 00:00:00	+1	268	375	108
singl	1	Streptococcus thermophilus N4L	66584584	STN4LAM_0062	CDS	automatic/finished		transposase (fragment)		no						UNIQUE_AMIGA		2019-03-26 00:00:00	-3	55941	56057	117
singl	1	Streptococcus thermophilus N4L	66584629	STN4LAM_0824	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2019-03-26 00:00:00	-1	719468	719635	168
singl	1	Streptococcus thermophilus N4L	66584693	STN4L_00003	CDS	automatic/finished		Protein of unknown function		no						UNIQUE_BANK		2019-03-26 00:00:00	+3	2523	2594	72
singl	1	Streptococcus thermophilus N4L	66584706	STN4L_00016	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	10098	10148	51
singl	1	Streptococcus thermophilus N4L	66584725	STN4L_00035	CDS	automatic/finished		Putative uncharacterized protein		no						COMMON		2019-03-26 00:00:00	-1	28865	29131	267
singl	1	Streptococcus thermophilus N4L	66584856	STN4L_00166	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-1	148382	148411	30
singl	1	Streptococcus thermophilus N4L	66584863	STN4L_00173	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	153640	153696	57
singl	1	Streptococcus thermophilus N4L	66584873	STN4L_00183	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	158961	159044	84
singl	1	Streptococcus thermophilus N4L	66584880	STN4L_00190	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	163375	163479	105
singl	1	Streptococcus thermophilus N4L	66584897	STN4L_00208	CDS	automatic/finished		Protein of unknown function		no						UNIQUE_BANK		2019-03-26 00:00:00	+2	177818	177877	60
singl	1	Streptococcus thermophilus N4L	66584902	STN4L_00213	CDS	automatic/finished		Xanthine phosphoribosyltransferase-tr		no						UNIQUE_BANK		2019-03-26 00:00:00	-2	181489	181566	78
singl	1	Streptococcus thermophilus N4L	66584915	STN4L_00226	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	191709	191774	66
singl	1	Streptococcus thermophilus N4L	66584918	STN4L_00229	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	195623	195646	24
singl	1	Streptococcus thermophilus N4L	66584924	STN4L_00235	CDS	automatic/finished		Sensor histidine kinase		no						COMMON		2019-03-26 00:00:00	+2	198152	198397	246
singl	1	Streptococcus thermophilus N4L	66584927	STN4L_00238	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	199860	199952	93
singl	1	Streptococcus thermophilus N4L	66584947	STN4L_00258	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	212693	212713	21
singl	1	Streptococcus thermophilus N4L	66584954	STN4L_00265	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	221844	221909	66
singl	1	Streptococcus thermophilus N4L	66585007	STN4L_00318	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	275216	275242	27
singl	1	Streptococcus thermophilus N4L	66585016	STN4L_00327	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	280904	280960	57
singl	1	Streptococcus thermophilus N4L	66585023	STN4L_00334	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	283411	283479	69
singl	1	Streptococcus thermophilus N4L	66585061	STN4L_00372	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	313846	313893	48
singl	1	Streptococcus thermophilus N4L	66585072	STN4L_00383	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	327537	327614	78
singl	1	Streptococcus thermophilus N4L	66585075	STN4L_00386	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	328215	328310	96
singl	1	Streptococcus thermophilus N4L	66585079	STN4L_00390	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	329728	329784	57
singl	1	Streptococcus thermophilus N4L	66585101	STN4L_00412	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	348755	348793	39
singl	1	Streptococcus thermophilus N4L	66585188	STN4L_00500	CDS	automatic/finished		Protein of unknown function		no						UNIQUE_BANK		2019-03-26 00:00:00	+1	416224	416289	66
singl	1	Streptococcus thermophilus N4L	66585210	STN4L_00522	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	432550	432582	33
singl	1	Streptococcus thermophilus N4L	66585221	STN4L_00533	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	441161	441238	78
singl	1	Streptococcus thermophilus N4L	66585222	STN4L_00534	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	441252	441311	60
singl	1	Streptococcus thermophilus N4L	66585229	STN4L_00541	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	447010	447063	54
singl	1	Streptococcus thermophilus N4L	66585251	STN4L_00563	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	467982	468023	42
singl	1	Streptococcus thermophilus N4L	66585259	STN4L_00571	CDS	automatic/finished		Hydrolase (HAD superfamily)		no						COMMON		2019-03-26 00:00:00	-3	471540	471749	210
singl	1	Streptococcus thermophilus N4L	66585268	STN4L_00580	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	480351	480398	48
singl	1	Streptococcus thermophilus N4L	66585280	STN4L_00592	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	488040	488132	93
singl	1	Streptococcus thermophilus N4L	66585325	STN4L_00637	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	517548	517574	27
singl	1	Streptococcus thermophilus N4L	66585368	STN4L_00680	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-2	555421	555450	30
singl	1	Streptococcus thermophilus N4L	66585387	STN4L_00699	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	569254	569316	63
singl	1	Streptococcus thermophilus N4L	66585389	STN4L_00701	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	569980	570075	96
singl	1	Streptococcus thermophilus N4L	66585402	STN4L_00714	CDS	automatic/finished		Uncharacterized protein		no						WRONG		2019-03-26 00:00:00	-3	578874	578960	87
singl	1	Streptococcus thermophilus N4L	66585403	STN4L_00715	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-2	578905	578982	78
singl	1	Streptococcus thermophilus N4L	66585419	STN4L_00731	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-2	591292	591375	84
singl	1	Streptococcus thermophilus N4L	66585429	STN4L_00741	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-2	596668	596718	51
singl	1	Streptococcus thermophilus N4L	66585442	STN4L_00754	CDS	automatic/finished		Protein of unknown function		no						UNIQUE_BANK		2019-03-26 00:00:00	-2	609178	609234	57
singl	1	Streptococcus thermophilus N4L	66585453	STN4L_00765	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	621301	621360	60
singl	1	Streptococcus thermophilus N4L	66585462	STN4L_00774	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-1	628325	628357	33
singl	1	Streptococcus thermophilus N4L	66585474	STN4L_00786	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	639629	639739	111
singl	1	Streptococcus thermophilus N4L	66585502	STN4L_00814	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	666125	666175	51
singl	1	Streptococcus thermophilus N4L	66585532	STN4L_00844	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	695826	695879	54
singl	1	Streptococcus thermophilus N4L	66585540	STN4L_00852	CDS	automatic/finished	hsdS	Type Ic restriction-modification system		no						COMMON		2019-03-26 00:00:00	-1	701741	702943	1203
singl	1	Streptococcus thermophilus N4L	66585546	STN4L_00858	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	710037	710084	48
singl	1	Streptococcus thermophilus N4L	66585554	STN4L_00866	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	714198	714290	93
singl	1	Streptococcus thermophilus N4L	66585561	STN4L_00873	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	719784	719846	63
singl	1	Streptococcus thermophilus N4L	66585562	STN4L_00874	CDS	automatic/finished		Uncharacterized protein		no						COMMON		2019-03-26 00:00:00	+3	719973	720251	279
singl	1	Streptococcus thermophilus N4L	66585563	STN4L_00875	CDS	automatic/finished	bspRIM	Modification methylase BspRI		no						COMMON		2019-03-26 00:00:00	-1	720437	721747	1311
singl	1	Streptococcus thermophilus N4L	66585564	STN4L_00876	CDS	automatic/finished		A0A1H9DYR0 (Uncharacterized protein)		no						COMMON		2019-03-26 00:00:00	-3	721821	722705	885
singl	1	Streptococcus thermophilus N4L	66585572	STN4L_00884	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-1	726908	726970	63
singl	1	Streptococcus thermophilus N4L	66585674	STN4L_00986	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	817359	817397	39
singl	1	Streptococcus thermophilus N4L	66585718	STN4L_01031	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	856257	856328	72
singl	1	Streptococcus thermophilus N4L	66585737	STN4L_01050	CDS	automatic/finished		A0A1I3G638 (HTH-like domain-containing protein)		no						COMMON		2019-03-26 00:00:00	+1	874399	874752	354
singl	1	Streptococcus thermophilus N4L	66585742	STN4L_01055	CDS	automatic/finished		Protein of unknown function		no						UNIQUE_BANK		2019-03-26 00:00:00	-1	877097	877195	99
singl	1	Streptococcus thermophilus N4L	66585743	STN4L_01056	CDS	automatic/finished		Protein of unknown function		no						COMMON		2019-03-26 00:00:00	-3	877236	877397	162
singl	1	Streptococcus thermophilus N4L	66585752	STN4L_01065	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-2	884662	884685	24
singl	1	Streptococcus thermophilus N4L	66585764	STN4L_01077	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-1	891992	892012	21
singl	1	Streptococcus thermophilus N4L	66585770	STN4L_01083	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	894927	894998	72
singl	1	Streptococcus thermophilus N4L	66585824	STN4L_01137	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-2	940975	941004	30
singl	1	Streptococcus thermophilus N4L	66585849	STN4L_01162	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	962937	963002	66
singl	1	Streptococcus thermophilus N4L	66585860	STN4L_01173	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	971274	971285	12
singl	1	Streptococcus thermophilus N4L	66585888	STN4L_01201	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	997573	997677	105
singl	1	Streptococcus thermophilus N4L	66585889	STN4L_01202	CDS	automatic/finished	hsdS	Type I restriction modification DNA specificity domain protein		no						COMMON		2019-03-26 00:00:00	-1	997730	998965	1236
singl	1	Streptococcus thermophilus N4L	66585897	STN4L_01210	CDS	automatic/finished		Protein of unknown function		no						UNIQUE_BANK		2019-03-26 00:00:00	+1	1005778	1005903	126
singl	1	Streptococcus thermophilus N4L	66585952	STN4L_01265	CDS	automatic/finished		Protein of unknown function		no						UNIQUE_BANK		2019-03-26 00:00:00	-2	1046647	1046733	87
singl	1	Streptococcus thermophilus N4L	66585970	STN4L_01283	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-2	1060948	1060974	27
singl	1	Streptococcus thermophilus N4L	66585988	STN4L_01301	CDS	automatic/finished		Protein of unknown function		no						UNIQUE_BANK		2019-03-26 00:00:00	-3	1074645	1074716	72
singl	1	Streptococcus thermophilus N4L	66585990	STN4L_01303	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-1	1075427	1075492	66
singl	1	Streptococcus thermophilus N4L	66585991	STN4L_01304	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-3	1075548	1075664	117
singl	1	Streptococcus thermophilus N4L	66586034	STN4L_01347	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	1115461	1115586	126
singl	1	Streptococcus thermophilus N4L	66586035	STN4L_01348	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	1115586	1115657	72
singl	1	Streptococcus thermophilus N4L	66586075	STN4L_01388	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-1	1142453	1142527	75
singl	1	Streptococcus thermophilus N4L	66586096	STN4L_01409	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-1	1163198	1163296	99
singl	1	Streptococcus thermophilus N4L	66586125	STN4L_01438	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	1186278	1186304	27
singl	1	Streptococcus thermophilus N4L	66586143	STN4L_01456	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-2	1199884	1199961	78
singl	1	Streptococcus thermophilus N4L	66586178	STN4L_01491	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-1	1222715	1222759	45
singl	1	Streptococcus thermophilus N4L	66586269	STN4L_01583	CDS	automatic/finished		Protein of unknown function		no						COMMON		2019-03-26 00:00:00	+1	1293070	1293147	78
singl	1	Streptococcus thermophilus N4L	66586281	STN4L_01595	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	1301692	1301754	63
singl	1	Streptococcus thermophilus N4L	66586395	STN4L_01709	CDS	automatic/finished	htrA	Exported serine protease		no						COMMON		2019-03-26 00:00:00	-1	1384085	1384879	795
singl	1	Streptococcus thermophilus N4L	66586396	STN4L_01710	CDS	automatic/finished		Protein of unknown function		no						COMMON		2019-03-26 00:00:00	-2	1384921	1385322	402
singl	1	Streptococcus thermophilus N4L	66586417	STN4L_01731	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	1404793	1404918	126
singl	1	Streptococcus thermophilus N4L	66586443	STN4L_01757	CDS	automatic/finished		Putative repressor protein		no						UNIQUE_BANK		2019-03-26 00:00:00	+3	1425690	1425788	99
singl	1	Streptococcus thermophilus N4L	66586444	STN4L_01758	CDS	automatic/finished	arp1	Putative transcriptional regulator		no						COMMON		2019-03-26 00:00:00	+3	1425837	1426190	354
singl	1	Streptococcus thermophilus N4L	66586445	STN4L_01759	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	1426174	1426263	90
singl	1	Streptococcus thermophilus N4L	66586446	STN4L_01760	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1426382	1426465	84
singl	1	Streptococcus thermophilus N4L	66586454	STN4L_01768	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	1429830	1429892	63
singl	1	Streptococcus thermophilus N4L	66586556	STN4L_01870	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1495241	1495297	57
singl	1	Streptococcus thermophilus N4L	66586567	STN4L_01882	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	1501029	1501109	81
singl	1	Streptococcus thermophilus N4L	66586571	STN4L_01887	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1502279	1502365	87
singl	1	Streptococcus thermophilus N4L	66586639	STN4L_01955	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1555937	1555963	27
singl	1	Streptococcus thermophilus N4L	66586716	STN4L_02032	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1620938	1620988	51
singl	1	Streptococcus thermophilus N4L	66586717	STN4L_02033	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1621187	1621231	45
singl	1	Streptococcus thermophilus N4L	66586719	STN4L_02035	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1621430	1621465	36
singl	1	Streptococcus thermophilus N4L	66586728	STN4L_02044	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	1626958	1627002	45
singl	1	Streptococcus thermophilus N4L	66586731	STN4L_02047	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	1630555	1630584	30
singl	1	Streptococcus thermophilus N4L	66586754	STN4L_02070	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1651358	1651435	78
singl	1	Streptococcus thermophilus N4L	66586755	STN4L_02071	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	-2	1651783	1651836	54
singl	1	Streptococcus thermophilus N4L	66586760	STN4L_02076	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	1655451	1655471	21
singl	1	Streptococcus thermophilus N4L	66586774	STN4L_02090	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	1672414	1672482	69
singl	1	Streptococcus thermophilus N4L	66586791	STN4L_02107	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1684991	1685032	42
singl	1	Streptococcus thermophilus N4L	66586797	STN4L_02113	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1689395	1689484	90
singl	1	Streptococcus thermophilus N4L	66586807	STN4L_02123	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1696967	1696993	27
singl	1	Streptococcus thermophilus N4L	66586811	STN4L_02127	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1697651	1697719	69
singl	1	Streptococcus thermophilus N4L	66586820	STN4L_02136	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+3	1701246	1701311	66
singl	1	Streptococcus thermophilus N4L	66586860	STN4L_02176	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+1	1733518	1733571	54
singl	1	Streptococcus thermophilus N4L	66586906	STN4L_02222	CDS	automatic/finished		Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1768982	1769029	48
singl	1	Streptococcus thermophilus N4L	66586935	STN4L_02251	CDS	automatic/finished		Uncharacterized protein		no						WRONG		2019-03-26 00:00:00	-2	1793251	1793361	111
singl	1	Streptococcus thermophilus N4L	66586940	STN4L_02256	CDS	automatic/finished	SHP?	Protein of unknown function		no						WRONG		2019-03-26 00:00:00	+2	1795496	1795567	72
